round,race,race_laps,driver,stint,compound,clean_laps,start_lap,race_fraction,deg_old,deg_per_lap,pace_at_age5
5,Canadian,68,STR,1,SOFT,10,2,0.029411764705882353,-0.4111504456327953,-0.40804861198607983,80.78340542491809
5,Canadian,68,STR,2,SOFT,25,16,0.23529411764705882,0.026541446909093956,0.02964328055581368,79.16184699093505
5,Canadian,68,STR,3,MEDIUM,12,52,0.7647058823529411,0.15507239819004437,0.15817423183676227,79.70581236533913
5,Canadian,68,VER,1,SOFT,25,2,0.029411764705882353,-0.04650159316982173,-0.043399759523104174,75.8221329612898
5,Canadian,68,VER,2,MEDIUM,30,33,0.4852941176470588,-0.017479829335133836,-0.01437799568841557,75.33371673017841
6,Monaco,78,ALB,1,MEDIUM,41,2,0.02564102564102564,0.04773952023586366,0.03726420326549164,76.9369652671985
6,Monaco,78,ALB,2,SOFT,13,45,0.5769230769230769,-0.34731318681318846,-0.35778850378355903,80.208893576631
6,Monaco,78,ALO,2,SOFT,53,5,0.0641025641025641,0.04562465731333721,0.035149340342965386,77.25921641279375
6,Monaco,78,ANT,1,MEDIUM,35,2,0.02564102564102564,0.017691747468218604,0.007216430497846799,74.91192136817548
6,Monaco,78,ANT,2,HARD,21,39,0.5,-0.030381718281718394,-0.04085703525208972,75.14682226832996
6,Monaco,78,BEA,2,HARD,25,3,0.038461538461538464,-0.11245307692307688,-0.12292839389344833,79.63073040587008
6,Monaco,78,BOR,2,HARD,40,3,0.038461538461538464,-0.02514943714821835,-0.03562475411858921,78.7851657342003
6,Monaco,78,BOR,3,MEDIUM,12,45,0.5769230769230769,0.588972027972026,0.5784967110016564,76.85604958728696
6,Monaco,78,BOT,2,MEDIUM,13,3,0.038461538461538464,0.03122527472527561,0.0207499577549046,79.53585688938655
6,Monaco,78,COL,1,MEDIUM,33,2,0.02564102564102564,0.022323992184285307,0.011848675213914037,77.3304185097594
6,Monaco,78,COL,2,HARD,21,37,0.47435897435897434,0.11839230769230713,0.10791699072193568,78.32406534316314
