round,race,race_laps,driver,stint,compound,clean_laps,start_lap,race_fraction,deg_per_lap,pace_at_age5
11,Hungarian,70,HAM,3,HARD,22,32,0.45714285714285713,0.03479865868005794,83.3714463442164
11,Hungarian,70,HAM,4,SOFT,13,58,0.8285714285714286,-0.01492307692307737,83.35954945054944
11,Hungarian,70,HUL,1,MEDIUM,17,2,0.02857142857142857,0.06603851540615954,85.21226120448179
11,Hungarian,70,HUL,2,HARD,17,21,0.3,-0.017000700280114425,85.31739005602239
11,Hungarian,70,HUL,3,SOFT,26,41,0.5857142857142857,0.048683818276601384,84.27725657907439
11,Hungarian,70,LAW,1,MEDIUM,19,2,0.02857142857142857,0.10802205513784371,84.6852962406015
11,Hungarian,70,LAW,2,HARD,18,23,0.32857142857142857,0.042499999999999385,84.88280952380953
11,Hungarian,70,LAW,3,SOFT,23,44,0.6285714285714286,0.03268942015867351,84.7945570523401
11,Hungarian,70,LEC,1,SOFT,14,2,0.02857142857142857,0.06178901098901304,83.47465714285715
11,Hungarian,70,LEC,2,HARD,18,18,0.2571428571428571,0.1169469261388757,83.39345063639492
11,Hungarian,70,LEC,3,HARD,16,38,0.5428571428571428,0.050892685025816765,83.55037598967293
11,Hungarian,70,LEC,4,SOFT,13,58,0.8285714285714286,0.11193406593406822,82.14256043956043
11,Hungarian,70,LIN,1,MEDIUM,18,2,0.02857142857142857,0.0748065752616805,85.09973050272745
11,Hungarian,70,LIN,2,HARD,43,22,0.3142857142857143,0.06359057307908314,84.73969639884507
11,Hungarian,70,NOR,1,MEDIUM,15,2,0.02857142857142857,0.053346428571431424,83.38632857142854
11,Hungarian,70,NOR,2,HARD,20,19,0.2714285714285714,0.037756390977444786,83.49201203007517
11,Hungarian,70,NOR,3,HARD,14,41,0.5857142857142857,0.1182592153960014,82.60959200592153
11,Hungarian,70,NOR,4,SOFT,13,58,0.8285714285714286,0.03962087912087804,82.61213186813185
11,Hungarian,70,OCO,1,MEDIUM,15,2,0.02857142857142857,0.09927500000000365,85.89248095238094
11,Hungarian,70,OCO,2,HARD,16,19,0.2714285714285714,0.09026008403361749,85.90804390756298
11,Hungarian,70,OCO,3,HARD,28,37,0.5285714285714286,0.015983648881240136,85.76489113597243
11,Hungarian,70,PER,2,MEDIUM,40,2,0.02857142857142857,0.013831018538321731,87.2358783395926
11,Hungarian,70,PIA,1,MEDIUM,14,2,0.02857142857142857,0.06471648351648612,83.32649230769232
11,Hungarian,70,PIA,2,HARD,15,18,0.2571428571428571,0.09612857142857437,83.4278476190476
11,Hungarian,70,PIA,3,HARD,19,35,0.5,0.021221062678972186,83.67900483614379
11,Hungarian,70,RUS,1,MEDIUM,25,2,0.02857142857142857,-0.028291318681318428,85.23786186813189
11,Hungarian,70,RUS,2,HARD,23,29,0.4142857142857143,0.0708614087017067,83.47713060756284
11,Hungarian,70,RUS,3,HARD,14,57,0.8142857142857143,0.09522417582417349,82.71041978021977
11,Hungarian,70,SAI,1,SOFT,16,2,0.02857142857142857,-0.007088445378146141,86.56122836134449
11,Hungarian,70,SAI,2,MEDIUM,22,20,0.2857142857142857,0.11572055772207296,86.00744532607006
11,Hungarian,70,SAI,4,SOFT,13,56,0.8,0.2785384615384596,84.92760439560442
11,Hungarian,70,STR,2,MEDIUM,27,10,0.14285714285714285,0.024868742368743244,85.68661945461943
11,Hungarian,70,STR,3,SOFT,28,39,0.5571428571428572,0.033558291612172886,84.7856789900286
11,Hungarian,70,VER,1,MEDIUM,12,2,0.02857142857142857,0.04235014985014527,83.58963653013653
11,Hungarian,70,VER,2,HARD,24,16,0.22857142857142856,0.05365011535048838,83.63059574090501
11,Hungarian,70,VER,3,SOFT,25,43,0.6142857142857143,0.014032037390844647,83.28841059407338
12,Dutch,72,ALB,2,HARD,20,6,0.08333333333333333,0.03847218045112607,77.19338646616542
12,Dutch,72,ALB,3,HARD,21,28,0.3888888888888889,0.03653896103896071,78.05113203463199
12,Dutch,72,ALB,4,MEDIUM,11,51,0.7083333333333334,0.5665563318777237,76.01579388646292
12,Dutch,72,ALO,2,SOFT,28,6,0.08333333333333333,0.013389162561577808,77.42863546798027
12,Dutch,72,ALO,3,HARD,30,36,0.5,0.003064344693876427,77.09287325925852
12,Dutch,72,ANT,2,MEDIUM,15,6,0.08333333333333333,0.09332499999999902,74.52619999999999
12,Dutch,72,ANT,3,HARD,17,23,0.3194444444444444,0.09134068627450773,74.75423774509807
12,Dutch,72,ANT,4,HARD,12,42,0.5833333333333334,0.03206293706293517,75.10800932400932
12,Dutch,72,ANT,5,SOFT,14,58,0.8055555555555556,0.1013136812411851,74.1672019746121
12,Dutch,72,BOR,3,MEDIUM,21,13,0.18055555555555555,0.08449090909090862,77.00765887445884
12,Dutch,72,BOR,4,HARD,17,36,0.5,0.03478186274509769,76.98591421568628
12,Dutch,72,BOR,5,SOFT,14,57,0.7916666666666666,0.1616788043478275,75.23144184782603
12,Dutch,72,BOT,2,HARD,22,6,0.08333333333333333,0.06311744776962182,78.08442970073406
12,Dutch,72,BOT,3,HARD,21,30,0.4166666666666667,0.09765714285714101,77.82894285714288
12,Dutch,72,COL,3,MEDIUM,11,10,0.1388888888888889,0.1973727272727264,76.68892727272728
12,Dutch,72,COL,4,HARD,22,23,0.3194444444444444,0.08749745906267567,76.96776905702997
12,Dutch,72,COL,5,SOFT,19,47,0.6527777777777778,0.04129491002023304,76.60623447982108
12,Dutch,72,GAS,2,MEDIUM,12,6,0.08333333333333333,0.0623531468531479,76.39726806526805
12,Dutch,72,GAS,3,HARD,26,20,0.2777777777777778,-0.04029196581196585,78.01992752136752
12,Dutch,72,GAS,4,MEDIUM,18,48,0.6666666666666666,0.0743845475725719,75.79953063409101
12,Dutch,72,HAM,2,SOFT,19,6,0.08333333333333333,0.03737894736842239,75.47651578947365
12,Dutch,72,HAM,3,HARD,27,27,0.375,0.04986813186813083,74.85794831094832
12,Dutch,72,HAM,4,SOFT,13,58,0.8055555555555556,0.11160475875743504,73.76546926635822
12,Dutch,72,HUL,2,SOFT,13,6,0.08333333333333333,0.0473461538461558,76.59400000000001
12,Dutch,72,HUL,3,SOFT,27,21,0.2916666666666667,-0.030992063492063744,77.32766137566136
12,Dutch,72,HUL,4,HARD,16,50,0.6944444444444444,-0.03246688741722071,76.92742259933775
12,Dutch,72,LAW,2,SOFT,15,6,0.08333333333333333,0.08613928571428282,75.91983095238099
12,Dutch,72,LAW,3,MEDIUM,24,23,0.3194444444444444,0.06721608695652148,75.67628826086957
12,Dutch,72,LAW,4,MEDIUM,19,49,0.6805555555555556,0.039371825613079864,75.50356179836513
12,Dutch,72,LEC,2,SOFT,15,6,0.08333333333333333,0.02909285714285524,75.55750952380956
12,Dutch,72,LEC,3,MEDIUM,20,23,0.3194444444444444,0.08526466165413586,74.7507796992481
12,Dutch,72,LEC,4,HARD,9,45,0.625,-0.003950000000002833,74.49928333333331
12,Dutch,72,LEC,5,SOFT,13,58,0.8055555555555556,0.117043952412425,74.10050297422337
12,Dutch,72,LIN,3,MEDIUM,29,7,0.09722222222222222,0.057854679802956104,77.15142610837441
12,Dutch,72,LIN,4,HARD,29,38,0.5277777777777778,-0.006381453690223143,77.15745481016914
12,Dutch,72,NOR,2,SOFT,15,6,0.08333333333333333,0.0949678571428566,74.5124892857143
12,Dutch,72,NOR,3,HARD,24,23,0.3194444444444444,0.06390043478260773,74.80997130434783
12,Dutch,72,NOR,4,HARD,19,49,0.6805555555555556,0.05792529118136398,74.21957104825289
12,Dutch,72,OCO,2,SOFT,10,6,0.08333333333333333,0.03147272727273276,77.15732727272722
12,Dutch,72,OCO,3,HARD,18,18,0.25,-0.004783281733747168,77.87447471620229
12,Dutch,72,OCO,4,HARD,15,38,0.5277777777777778,0.0055107142857172475,77.36642380952378
12,Dutch,72,PER,2,HARD,24,4,0.05555555555555555,-0.6460659449866886,87.5462070629991
12,Dutch,72,PER,3,HARD,21,31,0.4305555555555556,0.09619220779220773,77.27932121212118
12,Dutch,72,PER,4,SOFT,13,56,0.7777777777777778,-0.06568407138136255,78.94393853271646
12,Dutch,72,PIA,2,HARD,12,6,0.08333333333333333,0.038905594405595455,75.32817482517478
12,Dutch,72,PIA,3,HARD,24,20,0.2777777777777778,0.09733434782608628,75.14761637681158
12,Dutch,72,PIA,4,SOFT,8,46,0.6388888888888888,0.01679761904762239,74.9895833333333
12,Dutch,72,PIA,5,SOFT,13,58,0.8055555555555556,0.07618208856576247,74.13482319894253
12,Dutch,72,RUS,2,MEDIUM,11,6,0.08333333333333333,0.04113636363636512,75.41954545454543
12,Dutch,72,RUS,3,HARD,21,19,0.2638888888888889,0.06737012987013061,74.94207575757572
12,Dutch,72,RUS,4,HARD,25,42,0.5833333333333334,0.03692802633547878,74.87612898398925
12,Dutch,72,SAI,2,SOFT,24,6,0.08333333333333333,0.04385391304347665,77.52561724637681
12,Dutch,72,SAI,3,HARD,29,32,0.4444444444444444,0.011854971250895796,78.04585879623916
12,Dutch,72,STR,2,SOFT,9,6,0.08333333333333333,-0.0505166666666654,77.7501055555555
12,Dutch,72,STR,3,HARD,18,17,0.2361111111111111,0.03018575851393311,77.81642277261784
12,Dutch,72,STR,4,HARD,8,37,0.5138888888888888,0.11069047619047333,77.26015476190477
12,Dutch,72,TSU,2,SOFT,12,6,0.08333333333333333,0.012367132867130756,77.06559790209792
12,Dutch,72,TSU,3,HARD,24,20,0.2777777777777778,0.03224695652173823,77.17656753623189
12,Dutch,72,TSU,4,SOFT,20,46,0.6388888888888888,0.04233324945478721,76.40168428116088
13,Italian,53,ALB,2,HARD,37,7,0.1320754716981132,0.019000277977046783,85.83423214286822
13,Italian,53,ALO,2,SOFT,16,7,0.1320754716981132,0.058331187569367705,86.65741567702554
13,Italian,53,ANT,2,MEDIUM,21,7,0.1320754716981132,0.019033937760352594,84.20828665359795
13,Italian,53,ANT,3,MEDIUM,24,30,0.5660377358490566,0.03436732567678433,83.85382348646431
13,Italian,53,BEA,2,HARD,45,7,0.1320754716981132,0.03874353437914936,85.43879610671506
13,Italian,53,BOR,2,MEDIUM,45,7,0.1320754716981132,0.01884621099734586,85.52981470149054
13,Italian,53,BOT,2,MEDIUM,20,7,0.1320754716981132,0.022057724499926677,87.05831217193928
13,Italian,53,BOT,3,SOFT,23,29,0.5471698113207547,0.1486835707360708,87.34815489596538
13,Italian,53,COL,2,HARD,45,7,0.1320754716981132,-0.013229313388190788,85.83830685179295
13,Italian,53,GAS,2,HARD,44,7,0.1320754716981132,0.0030764618344989443,85.20680183841316
13,Italian,53,HAM,2,MEDIUM,45,7,0.1320754716981132,0.02787627480961375,84.55615535976717
13,Italian,53,HUL,2,HARD,20,7,0.1320754716981132,-0.02937611008653752,86.18684976592422
13,Italian,53,HUL,3,MEDIUM,25,29,0.5471698113207547,-0.010477590711175397,85.58915448476044
13,Italian,53,LAW,3,MEDIUM,38,14,0.2641509433962264,0.01987145151962848,84.983437061223
13,Italian,53,LIN,2,HARD,44,7,0.1320754716981132,0.022285117655064392,85.097955684567
13,Italian,53,NOR,2,HARD,44,7,0.1320754716981132,0.007865773686233816,84.84428388969519
13,Italian,53,OCO,2,HARD,20,7,0.1320754716981132,-0.0014362604624762057,86.04826104411974
13,Italian,53,OCO,3,MEDIUM,24,29,0.5471698113207547,0.08446210828548012,85.58401311730927
13,Italian,53,PER,2,SOFT,20,7,0.1320754716981132,0.07269757412399003,86.62142345013476
13,Italian,53,PER,3,MEDIUM,24,29,0.5471698113207547,-0.013297891714519,87.61663978397594
13,Italian,53,PIA,2,HARD,45,7,0.1320754716981132,0.021287337582481164,84.6058401301348
13,Italian,53,RUS,2,HARD,45,7,0.1320754716981132,0.015400773043210499,84.40720365430138
13,Italian,53,SAI,2,HARD,20,7,0.1320754716981132,-0.023725734146687872,86.22517157043553
13,Italian,53,SAI,3,MEDIUM,25,29,0.5471698113207547,0.02642240928882471,85.38466171262701
13,Italian,53,STR,2,HARD,20,7,0.1320754716981132,0.06774870194353859,87.3924888636686
13,Italian,53,TSU,2,MEDIUM,44,7,0.1320754716981132,0.031622057580299325,85.14251978713109
13,Italian,53,VER,2,MEDIUM,21,7,0.1320754716981132,0.010072898799311966,84.49988838519968
13,Italian,53,VER,3,HARD,24,30,0.5660377358490566,0.05631297785069811,84.22849377631941
14,Spanish,57,ALB,1,MEDIUM,11,2,0.03508771929824561,-0.010975089593138207,101.64602775630664
14,Spanish,57,ALB,2,HARD,41,16,0.2807017543859649,-0.0014043920777532554,100.14347543554001
14,Spanish,57,ALO,1,HARD,10,2,0.03508771929824561,-0.05506170255184085,102.27007785087719
14,Spanish,57,ALO,2,SOFT,21,16,0.2807017543859649,0.05137785372522169,99.88590389610388
14,Spanish,57,ALO,3,HARD,17,39,0.6842105263157895,0.10790208978327859,99.40313041795665
14,Spanish,57,ANT,1,MEDIUM,10,2,0.03508771929824561,-0.028568769553682163,97.94021785275831
14,Spanish,57,ANT,2,HARD,42,16,0.2807017543859649,-0.013097241117541875,97.27231199524618
14,Spanish,57,BEA,1,HARD,27,2,0.03508771929824561,-0.14946770010007715,102.29406778587916
14,Spanish,57,BEA,2,MEDIUM,8,35,0.6140350877192983,0.3462518796992461,98.8543214285715
14,Spanish,57,BEA,3,HARD,12,45,0.7894736842105263,0.134929701877066,98.10452662250033
14,Spanish,57,BOR,1,HARD,42,2,0.03508771929824561,-0.05104698199064124,100.1935040876433
14,Spanish,57,BOR,2,SOFT,8,49,0.8596491228070176,0.3273947368421038,98.3602763157895
14,Spanish,57,BOT,1,HARD,23,2,0.03508771929824561,-0.011091156574824512,102.6199768190068
14,Spanish,57,BOT,2,HARD,12,31,0.543859649122807,0.21238075082811753,101.87845601766652
14,Spanish,57,BOT,3,SOFT,10,45,0.7894736842105263,0.09734322169059485,103.77467464114834
14,Spanish,57,COL,1,MEDIUM,11,2,0.03508771929824561,0.09424253390485837,100.32597969222118
14,Spanish,57,COL,2,HARD,42,16,0.2807017543859649,-0.01152800037530002,98.55080266320932
14,Spanish,57,GAS,1,HARD,50,2,0.03508771929824561,-0.03619157839615595,99.78708524992874
14,Spanish,57,HUL,1,SOFT,11,2,0.03508771929824561,-0.013397653011029907,100.74099838381
14,Spanish,57,HUL,2,HARD,41,16,0.2807017543859649,0.01676895286998152,98.38160174216024
14,Spanish,57,LAW,1,HARD,39,2,0.03508771929824561,-0.046851080241804434,99.5341917619562
14,Spanish,57,LAW,2,MEDIUM,12,46,0.8070175438596491,0.1164157158630814,97.36112299104406
14,Spanish,57,LEC,1,HARD,43,2,0.03508771929824561,-0.028860977399256006,98.10371826802246
14,Spanish,57,LEC,2,SOFT,8,50,0.8771929824561403,0.21587092731830143,96.7534329573935
14,Spanish,57,LIN,1,MEDIUM,11,2,0.03508771929824561,0.0596537488581288,100.42585819689408
14,Spanish,57,LIN,2,HARD,41,16,0.2807017543859649,0.022063029525033757,98.31074878048777
14,Spanish,57,NOR,1,MEDIUM,10,2,0.03508771929824561,-0.0238705001782108,97.67199287156942
14,Spanish,57,NOR,2,HARD,41,17,0.2982456140350877,-0.0021866220429100558,96.84813149642393
14,Spanish,57,OCO,1,MEDIUM,11,2,0.03508771929824561,0.009379383037036882,100.60815192186064
14,Spanish,57,OCO,2,HARD,41,16,0.2807017543859649,-0.011303172565558878,98.92577909407662
14,Spanish,57,PER,1,MEDIUM,10,2,0.03508771929824561,0.0014951156299827487,101.96345285087722
14,Spanish,57,PER,2,HARD,15,16,0.2807017543859649,0.5039983082706775,99.616319047619
14,Spanish,57,PIA,1,HARD,37,2,0.03508771929824561,-0.09030859681988251,100.22318549170599
14,Spanish,57,PIA,2,MEDIUM,14,44,0.7719298245614035,-0.056861307113938685,98.47755592828226
14,Spanish,57,RUS,1,HARD,11,2,0.03508771929824561,-0.1826640081512152,98.88663389782866
14,Spanish,57,RUS,2,MEDIUM,12,16,0.2807017543859649,0.09477235921972554,97.19055594405593
14,Spanish,57,RUS,3,HARD,28,30,0.5263157894736842,-0.03172348975888036,97.04241055224271
14,Spanish,57,SAI,1,HARD,17,2,0.03508771929824561,-0.12761117096285132,102.4076918569514
14,Spanish,57,SAI,3,HARD,10,33,0.5789473684210527,0.10156746411483483,101.37750143540669
14,Spanish,57,STR,1,HARD,10,2,0.03508771929824561,-0.11109389952153613,102.70634868421057
14,Spanish,57,TSU,1,HARD,30,2,0.03508771929824561,-0.1208466057258235,101.88201568385536
14,Spanish,57,TSU,2,MEDIUM,19,38,0.6666666666666666,-0.02022456140350932,98.89287368421051
14,Spanish,57,VER,1,SOFT,11,2,0.03508771929824561,-0.16665599747031418,99.52094367929172
14,Spanish,57,VER,2,HARD,42,16,0.2807017543859649,-0.013069933768055299,97.26195316424923
15,Azerbaijan,51,ALB,1,SOFT,25,2,0.0392156862745098,-0.019311871530481493,108.17167853555952
15,Azerbaijan,51,ALO,1,SOFT,17,2,0.0392156862745098,-0.002790091812204051,110.38051359805374
15,Azerbaijan,51,ANT,1,MEDIUM,26,2,0.0392156862745098,-0.06436544076564729,107.83373311115928
15,Azerbaijan,51,ANT,3,SOFT,10,39,0.7647058823529411,-0.28013407181054295,108.78543086325439
15,Azerbaijan,51,BEA,1,SOFT,25,2,0.0392156862745098,-0.013712637258957647,107.87925459102308
15,Azerbaijan,51,BEA,3,MEDIUM,10,39,0.7647058823529411,-0.04886134453781607,107.87956722689077
15,Azerbaijan,51,BOR,1,MEDIUM,26,2,0.0392156862745098,-0.02353740172913814,108.53906168879762
15,Azerbaijan,51,BOR,3,SOFT,10,39,0.7647058823529411,-0.32872498090145325,110.60488540870895
15,Azerbaijan,51,BOT,1,MEDIUM,23,2,0.0392156862745098,0.039382485570807826,110.06668042661
15,Azerbaijan,51,BOT,3,SOFT,9,41,0.803921568627451,-0.06208039215686049,110.20578562091502
15,Azerbaijan,51,COL,1,MEDIUM,26,2,0.0392156862745098,0.012307429834680151,107.4570380142253
15,Azerbaijan,51,GAS,1,MEDIUM,27,2,0.0392156862745098,-0.019458798116513607,107.36155746125142
15,Azerbaijan,51,HAD,1,SOFT,27,2,0.0392156862745098,-0.02397753279852133,106.83912905598413
15,Azerbaijan,51,HAD,3,MEDIUM,10,39,0.7647058823529411,-0.14017952635599298,107.04947860962564
15,Azerbaijan,51,HAM,1,SOFT,27,2,0.0392156862745098,-0.030810956135871242,107.3064880473853
15,Azerbaijan,51,HAM,3,MEDIUM,10,39,0.7647058823529411,-0.1935777947542631,108.28902406417113
15,Azerbaijan,51,HUL,1,MEDIUM,26,2,0.0392156862745098,-0.006082657999584671,108.45643028203644
15,Azerbaijan,51,HUL,3,SOFT,10,39,0.7647058823529411,-0.10811675579322094,108.29063458110507
15,Azerbaijan,51,LAW,1,SOFT,25,2,0.0392156862745098,-0.036349200793727394,108.28351123940882
15,Azerbaijan,51,LAW,3,SOFT,10,39,0.7647058823529411,-0.1757228163992832,108.03672816399285
15,Azerbaijan,51,LEC,1,SOFT,27,2,0.0392156862745098,-0.036584872972161196,107.1696523393306
15,Azerbaijan,51,LEC,3,MEDIUM,10,39,0.7647058823529411,-0.11693710211356716,107.01284224598925
15,Azerbaijan,51,LIN,1,MEDIUM,26,2,0.0392156862745098,-0.0274130590658639,108.38459247760169
15,Azerbaijan,51,LIN,3,SOFT,10,39,0.7647058823529411,-0.11400203717850604,108.3213897377132
15,Azerbaijan,51,NOR,1,MEDIUM,27,2,0.0392156862745098,-0.015212754831506333,107.30787773707914
15,Azerbaijan,51,OCO,1,SOFT,25,2,0.0392156862745098,-0.019474899262267233,108.14155358729789
15,Azerbaijan,51,OCO,3,MEDIUM,10,39,0.7647058823529411,-0.06053450471097219,107.8316949325184
15,Azerbaijan,51,PER,1,MEDIUM,26,2,0.0392156862745098,0.00127641142971362,108.52947368443557
15,Azerbaijan,51,PER,3,SOFT,10,39,0.7647058823529411,-0.06400203717850458,108.6248897377132
15,Azerbaijan,51,PIA,1,SOFT,27,2,0.0392156862745098,-0.023598643586541516,106.81757802370731
15,Azerbaijan,51,PIA,3,MEDIUM,10,39,0.7647058823529411,-0.06723147440794075,107.58361497326203
15,Azerbaijan,51,RUS,1,MEDIUM,27,2,0.0392156862745098,-0.016679481039289297,106.43121264731533
15,Azerbaijan,51,RUS,3,SOFT,10,39,0.7647058823529411,-0.08086134453781339,105.75770588235292
15,Azerbaijan,51,SAI,1,MEDIUM,17,2,0.0392156862745098,-0.017757841689114075,108.68956677382921
15,Azerbaijan,51,SAI,4,SOFT,10,39,0.7647058823529411,-0.2041513878278615,110.06609918512864
15,Azerbaijan,51,VER,1,MEDIUM,27,2,0.0392156862745098,-0.007589463176955305,106.56296090078952
15,Azerbaijan,51,VER,3,SOFT,10,39,0.7647058823529411,-0.07928775146422233,105.76588770053478
